Location?,Interaction?,Use?,Completed?,Study ID,Search Term,Authors,Title,SO,SE,BS,VL,IS,SI,MA,BP,EP,AR,DI,D2,SU,PD,PY,AB,X4,Y4,Z4,CT,CY,SP,CL,TC,Z8,ZB,ZS,Z9,SN,BN,UT,,,,,,,,,,,,,,,,,,,,,,,,,,
,n,n,,,Spartina alterniflora,"MAGNARELLI, LA; ANDERSON, JF",,,,,,,,"OVIPOSITION, FECUNDITY, AND FERTILITY OF THE SALT-MARSH DEER FLY, CHRYSOPS-FULIGINOSUS (DIPTERA-TABANIDAE)",,,,,,,,JOURNAL OF MEDICAL ENTOMOLOGY,,,,15,2,,,176,179,,,,,1979,1979,,,,,,,,,,7,0,7,0,7,0022-2585,,WOS:A1979GJ54200016,,,,,,,,,,
,n,n,,,Spartina alterniflora,"BURGER, J; SHISLER, J",,,,,,,,NEST SITE SELECTION AND COMPETITIVE INTERACTIONS OF HERRING AND LAUGHING-GULLS IN NEW-JERSEY,,,,,,,,AUK,,,,95,2,,,252,266,,,,,1978,1978,,,,,,,,,,61,0,57,0,62,Apr-38,,WOS:A1978EX92400004,,,,,,,,,,
,n,n,,,Spartina alterniflora,"BURGER, J",,,,,,,,GREAT BLACK-BACKED GULLS BREEDING IN SALT-MARSH IN NEW-JERSEY,,,,,,,,WILSON BULLETIN,,,,90,2,,,304,305,,,,,1978,1978,,,,,,,,,,1,0,1,0,1,0043-5643,,WOS:A1978FM75100022,,,,,,,,,,
,n,n,,,Spartina alterniflora,"BURGER, J; HOWE, MA; HAHN, DC; CHASE, J",,,,,,,,EFFECTS OF TIDE CYCLES ON HABITAT SELECTION AND HABITAT PARTITIONING BY MIGRATING SHOREBIRDS,,,,,,,,AUK,,,,94,4,,,743,758,,,,,1977,1977,,,,,,,,,,96,1,93,1,98,Apr-38,,WOS:A1977DZ62700012,,,,,,,,,,
,n,n,,,Spartina alterniflora,"DENNO, RF",,,,,,,,COMPARISON OF ASSEMBLAGES OF SAP-FEEDING INSECTS (HOMOPTERA-HEMIPTERA) INHABITING 2 STRUCTURALLY DIFFERENT SALT-MARSH GRASSES IN GENUS SPARTINA,,,,,,,,ENVIRONMENTAL ENTOMOLOGY,,,,6,3,,,359,372,,,,,1977,1977,,,,,,,,,,57,0,54,0,57,0046-225X,,WOS:A1977DK36600006,,,,,,,,,,
,,,,d,Spartina alterniflora,"GABLE, MF; CROKER, RA",,,,,,,,"SALT-MARSH AMPHIPOD, GAMMARUS-PALUSTRIS BOUSFIELD, 1969 AT NORTHERN LIMIT OF ITS DISTRIBUTION .1. ECOLOGY AND LIFE-CYCLE",,,,,,,,ESTUARINE AND COASTAL MARINE SCIENCE,,,,5,1,,,123,134,,10.1016/0302-3524(77)90077-9,,,1977,1977,,,,,,,,,,31,0,26,0,31,0302-3524,,WOS:A1977DC48900009,,,,,,,,,,
,,,,d,Spartina alterniflora,"MEANY, RA; VALIELA, I; TEAL, JM",,,,,,,,"GROWTH, ABUNDANCE AND DISTRIBUTION OF LARVAL TABANIDS IN EXPERIMENTALLY FERTILIZED PLOTS ON A MASSACHUSETTS SALT-MARSH",,,,,,,,JOURNAL OF APPLIED ECOLOGY,,,,13,2,,,323,332,,10.2307/2401782,,,1976,1976,,,,,,,,,,10,0,10,0,10,0021-8901,,WOS:A1976CB13500001,,,,,,,,,,
,n,n,,,Spartina alterniflora,"ORMINATI, SA; HANSENS, EJ",,,,,,,,BIOLOGY OF TABANUS-LINEOLA-LINEOLA F,,,,,,,,ANNALS OF THE ENTOMOLOGICAL SOCIETY OF AMERICA,,,,67,6,,,937,939,,,,,1974,1974,,,,,,,,,,8,0,8,0,8,0013-8746,,WOS:A1974U739400023,,,,,,,,,,
,n,n,,,Spartina alterniflora,REIMOLD R J,,,,,,,,MATHEMATICAL MODELING SPARTINA-ALTERNIFLORA,,,,,,,,"REIMOLD, ROBERT J. AND WILLIAM H. QUEEN. (ED.). ECOLOGY OF HALOPHYTES. SYMPOSIUM, MINNEAPOLIS, MINNESOTA, U.S.A., AUGUST 1972. XIV+605P. ILLUS. MAPS. ACADEMIC PRESS, INC.: NEW YORK, N.Y., U.S.A.; LONDON, ENGLAND",,,,,,,,393,406,,,,,1974,1974,,,,,,,,,,0,0,0,0,0,,,BCI:BCI197410099184,,,,,,,,,,
,n,n,,,Spartina alterniflora,"RAU, GJ; FASSULIO.G",,,,,,,,HYPSOPERINE SPARTINAE N SP A GALL-FORMING NEMATODE ON ROOTS OF SMOOTH CORDGRASS,,,,,,,,PROCEEDINGS OF THE HELMINTHOLOGICAL SOCIETY OF WASHINGTON,,,,32,2,,,159,&,,,,,1965,1965,,,,,,,,,,15,0,14,0,15,0018-0130,,WOS:A19656754500011,,,,,,,,,,
,,,,d,Spartina alterniflora,"CHAPMAN, HAROLD C.",,,,,,,,"Observations on the salinity on natural and impounded salt-marsh areas in New Jersey in relation to vegetation, mosquitoes, and predators",,,,,,,,MOSQUITO NEWS,,,,19,3,,,148,150,,,,,1959,1959,,,,,,,,,,4,0,4,0,4,,,BCI:BCI19603500003452,,,,,,,,,,
,,,,d,Spartina alterniflora,"BOURN, WARREN S.; COTTAM, CLARENCE",,,,,,,,Some biological effects of ditching tidewater marshes,,,,,,,,U S FISH AND WILDLIFE SERV RES REPT,,,,19,,,,l,30,,,,,1950,1950,,,,,,,,,,0,0,0,0,0,,,BCI:BCI19532700000236,,,,,,,,,,
,,,,d,Spartina patens,"Vincent, Robert E.; Burdick, David M.; Dionne, Michele",,,,,,,,Ditching and Ditch-Plugging in New England Salt Marshes: Effects on Plant Communities and Self-Maintenance,,,,,,,,ESTUARIES AND COASTS,,,,37,2,,,354,368,,10.1007/s12237-013-9671-7,,,3/14/15,2014,,,,,,,,,,0,0,0,0,0,1559-2723,,WOS:000334170400008,,,,,,,,,,
,,,,d,Spartina patens,"Pascal, Pierre-Yves; Fleeger, John W.",,,,,,,,Diverse Dietary Responses by Saltmarsh Consumers to Chronic Nutrient Enrichment,,,,,,,,ESTUARIES AND COASTS,,,,36,6,,,1115,1124,,10.1007/s12237-013-9624-1,,,11/13/15,2013,,,,,,,,,,0,0,0,0,0,1559-2723,,WOS:000325099900002,,,,,,,,,,
,,,,d,Spartina patens,"Morris, James T.; Sundberg, Karen; Hopkinson, Charles S.",,,,,,,,"Salt Marsh Primary Production and Its Responses to Relative Sea Level and Nutrients in Estuaries at Plum Island, Massachusetts, and North Inlet, South Carolina, USA",,,,,,,,OCEANOGRAPHY,,,,26,3,SI,,78,84,,,,,9/13/15,2013,,,,,,,,,,4,0,2,0,4,1042-8275,,WOS:000323808600012,,,,,,,,,,
,,,,d,Spartina patens,"Smith, Stephen M.; Tyrrell, Megan C.; Congretel, Melanie",,,,,,,,"Palatability of salt marsh forbs and grasses to the purple marsh crab (Sesarma reticulatum) and the potential for re-vegetation of herbivory-induced salt marsh dieback areas in cape cod (Massachusetts, USA)",,,,,,,,WETLANDS ECOLOGY AND MANAGEMENT,,,,21,4,,,263,275,,10.1007/s11273-013-9298-2,,,8/13/15,2013,,,,,,,,,,0,0,0,0,0,0923-4861,,WOS:000322327600003,,,,,,,,,,
,,,,d,Spartina patens,"Vincent, Robert E.; Burdick, David M.; Dionne, Michele",,,,,,,,"Ditching and Ditch-Plugging in New England Salt Marshes: Effects on Hydrology, Elevation, and Soil Characteristics",,,,,,,,ESTUARIES AND COASTS,,,,36,3,,,610,625,,10.1007/s12237-012-9583-y,,,5/13/15,2013,,,,,,,,,,1,0,1,0,1,1559-2723,,WOS:000318295300014,,,,,,,,,,
,,,,d,Spartina patens,"Johnson, David Samuel",,,,,,,,High-marsh invertebrates are susceptible to eutrophication,,,,,,,,MARINE ECOLOGY PROGRESS SERIES,,,,438,,,,143,152,,10.3354/meps09306,,,2011,2011,,,,,,,,,,6,0,6,0,6,0171-8630,,WOS:000295616000012,,,,,,,,,,
,,,,d,Spartina patens,"Buchsbaum, Robert N.; Deegan, Linda A.; Horowitz, Julie; Garritt, Robert H.; Giblin, Anne E.; Ludlam, John P.; Shull, David H.",,,,,,,,"Effects of regular salt marsh haying on marsh plants, algae, invertebrates and birds at Plum Island Sound, Massachusetts",,,,,,,,WETLANDS ECOLOGY AND MANAGEMENT,,,,17,5,,,469,487,,10.1007/s11273-008-9125-3,,,10/9/15,2009,,,,,,,,,,5,0,5,0,5,0923-4861,,WOS:000270194800004,,,,,,,,,,
,,,,d,Spartina patens,"Lewis, Danny; Denno, Robert F.",,,,,,,,A seasonal shift in habitat suitability enhances an annual predator subsidy,,,,,,,,JOURNAL OF ANIMAL ECOLOGY,,,,78,4,,,752,760,,10.1111/j.1365-2656.2009.01550.x,,,7/9/15,2009,,,,,,,,,,5,0,5,0,5,0021-8790,,WOS:000266707500007,19486378,,,,,,,,,
,,,,d,Spartina patens,"Johnson, David Samuel; Fleeger, John W.",,,,"Fleeger, John/A-6215-2013",,,,Weak response of saltmarsh infauna to ecosystem-wide nutrient enrichment and fish predator reduction: A four-year study,,,,,,,,JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,,,,373,1,,,35,44,,10.1016/j.jembe.2009.03.003,,,5/15/09,2009,,,,,,,,,,11,0,11,0,11,0022-0981,,WOS:000266256200005,,,,,,,,,,
,,,,d,Spartina patens,"Able, Kenneth W.; Jones, K. Martha M.; Fox, Dewayne A.",,,,,,,,Large Nektonic Fishes in Marsh Creek Habitats in the Delaware Bay Estuary,,,,,,,,NORTHEASTERN NATURALIST,,,,16,1,,,27,44,,10.1656/045.016.0103,,,2009,2009,,,,,,,,,,3,0,3,0,3,1092-6194,,WOS:000265278500003,,,,,,,,,,
,,,,d,Spartina patens,"Johnson, D. S.; Fleeger, J. W.",,,,,,,,Weak response of saltmarsh infauna to ecosystem-wide nutrient enrichment and fish predator reduction: a four-year study.,,,,,,,,Journal of Experimental Marine Biology and Ecology,,,,373,1,,,35,44,,10.1016/j.jembe.2009.03.003,,,2009,2009,,,,,,,,,,0,0,0,0,0,0022-0981,,CABI:20093325816,,,,,,,,,,
,,,,d,Spartina patens,"Buchsbaum, R. N.; Deegan, L. A.; Horowitz, J.; Garritt, R. H.; Giblin, A. E.; Ludlam, J. P.; Shull, D. H.",,,,,,,,"Effects of regular salt marsh haying on marsh plants, algae, invertebrates and birds at Plum Island Sound, Massachusetts.",,,,,,,,Wetlands Ecology and Management,,,,17,5,,,469,487,,10.1007/s11273-008-9125-3,,,2009,2009,,,,,,,,,,0,0,0,0,0,0923-4861,,CABI:20093335957,,,,,,,,,,
,,,,d,Spartina patens,"Raposa, Kenneth B.",,,,,,,,"Early Ecological Responses to Hydrologic Restoration of a Tidal Pond and Salt Marsh Complex in Narragansett Bay, Rhode Island",,,,,,,,JOURNAL OF COASTAL RESEARCH,,,,,,,,180,192,,10.2112/SI55-015,,,SUM 2008,2008,,,,,,,,,,8,0,8,0,8,0749-0208,,WOS:000266564000014,,,,,,,,,,
,,,,d,Spartina patens,"Fleeger, J. W.; Johnson, D. S.; Galvan, K. A.; Deegan, L. A.",,,,"Fleeger, John/A-6215-2013",,,,Top-down and bottom-up control of infauna varies across the saltmarsh landscape,,,,,,,,JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,,,,357,1,,,20,34,,10.1016/j.jembe.2007.12.003,,,3/17/08,2008,,,,,,,,,,20,0,19,0,20,0022-0981,,WOS:000255310400003,,,,,,,,,,
,,,,d,Spartina patens,"MacKenzie, Richard A.; Dionne, Michele",,,,,,,,Habitat heterogeneity: importance of salt marsh pools and high marsh surfaces to fish production in two Gulf of Maine salt marshes,,,,,,,,MARINE ECOLOGY PROGRESS SERIES,,,,368,,,,217,230,,10.3354/meps07560,,,2008,2008,,,,,,,,,,12,0,11,0,12,0171-8630,,WOS:000260511800020,,,,,,,,,,
,,,,d,Spartina patens,"Fleeger, J. W.; Johnson, D. S.; Galvan, K. A.; Deegan, L. A.",,,,,,,,Top-down and bottom-up control of infauna varies across the saltmarsh landscape.,,,,,,,,Journal of Experimental Marine Biology and Ecology,,,,357,1,,,20,34,,10.1016/j.jembe.2007.12.003,,,2008,2008,,,,,,,,,,0,0,0,0,0,0022-0981,,CABI:20093306943,,,,,,,,,,
,,,,d,Spartina patens,"Deegan, Linda A.; Bowen, Jennifer L.; Drake, Deanne; Fleeger, John W.; Friedrichs, Carl T.; Galvan, Kari A.; Hobble, John E.; Hopkinson, Charles; Johnson, D. Samuel; Johnson, J. Michael; LeMay, Lynsey E.; Miller, Erin; Peterson, Bruce J.; Picard, Christian; Sheldon, Sallie; Sutherland, Michael; Vallino, Joseph; Warren, R. Scott",,,,"Fleeger, John/A-6215-2013",,,,Susceptibility of salt marshes to nutrient enrichment and predator removal,,,,,,,,ECOLOGICAL APPLICATIONS,,,,17,5,,,S42,S63,,10.1890/06-0452.1,,S,7/7/15,2007,,,,,,Conference on Eutrophication and Pathogen Impacts in New Jersey Coastal Bay,"APR 07-08, 2004",Barnegat Bay; Natl Estuary Program; Jacques Cousteau Natl Estuarine Res Reserve,"Rutgers Univ, New Brunswick, NJ",39,0,39,0,39,1051-0761,,WOS:000248335600005,,,,,,,,,,
,,,,d,Spartina patens,"Buchsbaum, RN; Catena, J; Hutchins, E; James-Pirri, MJ",,,,,,,,"Changes in salt marsh vegetation, Phragmites australis, and nekton in response to increased tidal flushing in a new England salt marsh",,,,,,,,WETLANDS,,,,26,2,,,544,557,,10.1672/0277-5212(2006)26[544:CISMVP]2.0.CO;2,,,6/6/15,2006,,,,,,,,,,17,0,16,0,17,0277-5212,,WOS:000238701700024,,,,,,,,,,
,,,,d,Spartina patens,"Erwin, R. Michael; Sanders, Geoffrey M.; Prosser, Diann J.; Cahoon, Donald R.",,,,,,,,High tides and rising seas: potential effects on estuarine waterbirds.,,,,,,,,Studies in Avian Biology,,,,32,,,,214,228,,,,,2006,2006,,,,,,,,,,15,0,14,0,15,0197-9922,,ZOOREC:ZOOR14303016428,,,,,,,,,,
,,,,d,Spartina patens,"Erwin, R. Michael; Sanders, Geoffrey M.; Prosser, Diann J.; Cahoon, Donald R.",,,,,,,,High tides and rising seas: Potential effects on estuarine waterbirds,,,,,,,,Studies in Avian Biology,,,,,32,,,214,228,,,,,2006,2006,,,,,,,,,,5,0,6,0,6,0197-9922,,BCI:BCI200700066380,,,,,,,,,,
,,,,d,Spartina patens,"Gjerdrum, C; Elphick, CS; Rubega, M",,,,,,,,"Nest site selection and nesting success in Saltmarsh breeding sparrows: The importance of nest habitat, timing, and study site differences",,,,,,,,CONDOR,,,,107,4,,,849,862,,10.1650/7723.1,,,11/5/15,2005,,,,,,,,,,38,0,37,0,38,10/22/15,,WOS:000233390700011,,,,,,,,,,
,,,,d,Spartina patens,"Ludlam, JP; Shull, DH; Buchsbaum, R",,,,,,,,Effects of haying on salt-marsh surface invertebrates,,,,,,,,BIOLOGICAL BULLETIN,,,,203,2,,,250,251,,10.2307/1543424,,,10/2/15,2002,,,,,,General Scientific Meeting of the Marine-Biological-Laboratory,"AUG 12-14, 2002",Marine Biol Lab,"WOODS HOLE, MASSACHUSETTS",4,0,3,0,4,Jun-85,,WOS:000179108500044,12414605,,,,,,,,,
,,,,d,Spartina patens,"DiQuinzio, DA; Paton, PWC; Eddleman, WR",,,,,,,,Nesting ecology of Saltmarsh Sharp-Tailed Sparrows in a tidally restricted salt marsh,,,,,,,,WETLANDS,,,,22,1,,,179,185,,10.1672/0277-5212(2002)022[0179:NEOSST]2.0.CO;2,,,3/2/15,2002,,,,,,,,,,15,0,17,0,17,0277-5212,,WOS:000174478700015,,,,,,,,,,
,,,,d,Spartina patens,"Warren, RS; Fell, PE; Grimsby, JL; Buck, EL; Rilling, GC; Fertik, RA",,,,,,,,"Rates, patterns, and impacts of Phragmites australis expansion and effects of experimental Phragmites control on vegetation, macroinvertebrates, and fish within tidelands of the lower Connecticut River",,,,,,,,ESTUARIES,,,,24,1,,,90,107,,10.2307/1352816,,,2/1/15,2001,,,,,,,,,,84,0,66,0,85,0160-8347,,WOS:000168130900009,,,,,,,,,,
,,,,d,Spartina patens,"COOKE, JC; BUTLER, RH; MADOLE, G",,,,,,,,SOME OBSERVATIONS ON THE VERTICAL-DISTRIBUTION OF VESICULAR-ARBUSCULAR MYCORRHIZAE IN ROOTS OF SALT-MARSH GRASSES GROWING IN SATURATED SOILS,,,,,,,,MYCOLOGIA,,,,85,4,,,547,550,,10.2307/3760500,,,JUL-AUG 1993,1993,,,,,,,,,,34,1,36,0,37,0027-5514,,WOS:A1993LW37900003,,,,,,,,,,
,,,,d,Spartina patens,"BERTNESS, MD; SHUMWAY, SW",,,,,,,,CONSUMER DRIVEN POLLEN LIMITATION OF SEED PRODUCTION IN MARSH GRASSES,,,,,,,,AMERICAN JOURNAL OF BOTANY,,,,79,3,,,288,293,,10.2307/2445017,,,Mar-92,1992,,,,,,,,,,44,3,41,0,47,2/22/15,,WOS:A1992HL05100007,,,,,,,,,,
,,,,d,Spartina patens,"BERTNESS, MD",,,,,,,,ZONATION OF SPARTINA-PATENS AND SPARTINA-ALTERNIFLORA IN A NEW-ENGLAND SALT-MARSH,,,,,,,,ECOLOGY,,,,72,1,,,138,148,,10.2307/1938909,,,Feb-91,1991,,,,,,,,,,219,7,194,0,231,Dec-58,,WOS:A1991EU72300015,,,,,,,,,,
,,,,d,Spartina patens,"DOBEL, HG; DENNO, RF; CODDINGTON, JA",,,,,,,,SPIDER (ARANEAE) COMMUNITY STRUCTURE IN AN INTERTIDAL SALT-MARSH - EFFECTS OF VEGETATION STRUCTURE AND TIDAL FLOODING,,,,,,,,ENVIRONMENTAL ENTOMOLOGY,,,,19,5,,,1356,1370,,,,,Oct-90,1990,,,,,,,,,,49,0,47,1,49,0046-225X,,WOS:A1990EE75800023,,,,,,,,,,
,,,,d,Spartina patens,"BUCHSBAUM, R; WILSON, J; VALIELA, I",,,,,,,,DIGESTIBILITY OF PLANT CONSTITUENTS BY CANADA GEESE AND ATLANTIC BRANT,,,,,,,,ECOLOGY,,,,67,2,,,386,393,,10.2307/1938581,,,Apr-86,1986,,,,,,,,,,79,1,78,1,84,Dec-58,,WOS:A1986A631500009,,,,,,,,,,
,,,,d,Spartina patens,"VALIELA, I; TEAL, JM; ALLEN, SD; VANETTEN, R; GOEHRINGER, D; VOLKMANN, S",,,,,,,,DECOMPOSITION IN SALT-MARSH ECOSYSTEMS - THE PHASES AND MAJOR FACTORS AFFECTING DISAPPEARANCE OF ABOVE-GROUND ORGANIC-MATTER,,,,,,,,JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,,,,89,1,,,29,54,,10.1016/0022-0981(85)90080-2,,,1985,1985,,,,,,,,,,142,3,122,1,148,0022-0981,,WOS:A1985AMB3800003,,,,,,,,,,
,,,,d,Spartina patens,"THOMPSON, LS",,,,,,,,"COMPARISON OF THE DIETS OF THE TIDAL MARSH SNAIL, MELAMPUS-BIDENTATUS AND THE AMPHIPOD, ORCHESTIA-GRILLUS",,,,,,,,NAUTILUS,,,,98,1,,,44,53,,,,,1984,1984,,,,,,,,,,16,0,15,0,16,0028-1344,,WOS:A1984SB46700011,,,,,,,,,,
,,,,d,Spartina patens,"DENNO, RF",,,,,,,,"ECOTOPE DIFFERENTIATION IN A GUILD OF SAP-FEEDING INSECTS ON THE SALT-MARSH GRASS, SPARTINA-PATENS",,,,,,,,ECOLOGY,,,,61,3,,,702,714,,10.2307/1937435,,,1980,1980,,,,,,,,,,33,0,31,0,33,Dec-58,,WOS:A1980KH16900031,,,,,,,,,,
,,,,u,Spartina patens,"RAUPP, MJ; DENNO, RF",,,,,,,,INFLUENCE OF PATCH SIZE ON A GUILD OF SAP-FEEDING INSECTS THAT INHABIT THE SALT-MARSH GRASS SPARTINA-PATENS,,,,,,,,ENVIRONMENTAL ENTOMOLOGY,,,,8,3,,,412,417,,,,,1979,1979,,,,,,,,,,45,1,41,0,46,0046-225X,,WOS:A1979HA23800008,,,,,,,,,,
,,,,d,Spartina patens,"BURGER, J; SHISLER, J",,,,,,,,NEST SITE SELECTION AND COMPETITIVE INTERACTIONS OF HERRING AND LAUGHING-GULLS IN NEW-JERSEY,,,,,,,,AUK,,,,95,2,,,252,266,,,,,1978,1978,,,,,,,,,,61,0,57,0,62,Apr-38,,WOS:A1978EX92400004,,,,,,,,,,
,,,,d,Spartina patens,"BURGER, J",,,,,,,,GREAT BLACK-BACKED GULLS BREEDING IN SALT-MARSH IN NEW-JERSEY,,,,,,,,WILSON BULLETIN,,,,90,2,,,304,305,,,,,1978,1978,,,,,,,,,,1,0,1,0,1,0043-5643,,WOS:A1978FM75100022,,,,,,,,,,
,,,,d,Spartina patens,"DENNO, RF",,,,,,,,COMPARISON OF ASSEMBLAGES OF SAP-FEEDING INSECTS (HOMOPTERA-HEMIPTERA) INHABITING 2 STRUCTURALLY DIFFERENT SALT-MARSH GRASSES IN GENUS SPARTINA,,,,,,,,ENVIRONMENTAL ENTOMOLOGY,,,,6,3,,,359,372,,,,,1977,1977,,,,,,,,,,57,0,54,0,57,0046-225X,,WOS:A1977DK36600006,,,,,,,,,,
,,,,d,Spartina patens,[Anonymous],,,,,,,,Proceedings. Fifty-fifth annual meeting. New Jersey Mosquito Extermination Association.,,,,,,,,"Proceedings. New Jersey Mosquito Extermination Association, 55th Annual Meeting",,,,,,,,230 pp.,230 pp.,,,,,1968,1968,,,,,,Proceedings. Fifty-fifth annual meeting. New Jersey Mosquito Extermination Association.,,,,0,0,0,0,0,,,CABI:19711001938,,,,,,,,,,
,,,,d,Spartina patens,"BOURN, WARREN S.; COTTAM, CLARENCE",,,,,,,,Some biological effects of ditching tidewater marshes,,,,,,,,U S FISH AND WILDLIFE SERV RES REPT,,,,19,,,,l,30,,,,,1950,1950,,,,,,,,,,0,0,0,0,0,,,BCI:BCI19532700000236,,,,,,,,,,
,,,,d,Sterna hirundo,"Tsipoura, Nellie; Burger, Joanna; Feltes, Ross; Yacabucci, Janet; Mizrahi, David; Jeitner, Christian; Gochfeld, Michael",,,,,,,,Metal concentrations in three species of passerine birds breeding in the Hackensack Meadowlands of New Jersey,,,,,,,,ENVIRONMENTAL RESEARCH,,,,107,2,,,218,228,,10.1016/j.envres.2007.11.003,,,6/8/15,2008,,,,,,,,,,22,0,17,0,22,0013-9351,,WOS:000256331200010,18191831,,,,,,,,,
,,,,d,Sterna hirundo,"Erwin, RM; Cahoon, DR; Prosser, DJ; Sanders, GM; Hensel, P",,,,,,,,"Surface elevation dynamics in vegetated Spartina marshes versus unvegetated tidal ponds along the mid-Atlantic coast, USA, with implications to waterbirds",,,,,,,,ESTUARIES AND COASTS,,,,29,1,,,96,106,,,,,2/6/15,2006,,,,,,,,,,10,1,10,0,11,1559-2723,,WOS:000237680200009,,,,,,,,,,
,,,,d,Sterna hirundo,"Burger, J; Gochfeld, M",,,,,,,,Metal levels in eggs of common terns (Sterna hirundo) in New Jersey: temporal trends from 1971 to 2002,,,,,,,,ENVIRONMENTAL RESEARCH,,,,94,3,,,336,343,,10.1016/S0013-9351(03)00081-1,,,3/4/15,2004,,,,,,,,,,41,4,41,1,46,0013-9351,,WOS:000220349600015,15016602,,,,,,,,,
,,,,d,Sterna hirundo,"Erwin, RM; Allen, DH; Jenkins, D",,,,,,,,"Created versus natural coastal islands: Atlantic waterbird populations, habitat choices, and management implications",,,,,,,,ESTUARIES,,,,26,4A,,,949,955,,10.1007/BF02803353,,,8/3/15,2003,,,,,,,,,,19,0,22,0,22,0160-8347,,WOS:000185936000013,,,,,,,,,,
,,,,d,Sterna hirundo,"MASTER, TL",,,,,,,,"COMPOSITION, STRUCTURE, AND DYNAMICS OF MIXED-SPECIES FORAGING AGGREGATIONS IN A SOUTHERN NEW-JERSEY SALT-MARSH",,,,,,,,COLONIAL WATERBIRDS,,,,15,1,,,66,74,,10.2307/1521355,,,1992,1992,,,,,,,,,,22,0,22,0,23,0738-6028,,WOS:A1992KF12000008,,,,,,,,,,
,,,,d,Sterna hirundo,"STOREY, AE; MONTEVECCHI, WA; ANDREWS, HF; SIMS, N",,,,,,,,"CONSTRAINTS ON NEST SITE SELECTION - A COMPARISON OF PREDATOR AND FLOOD AVOIDANCE IN 4 SPECIES OF MARSH-NESTING BIRDS (GENERA, CATOPTROPHORUS, LARUS, RALLUS, AND STERNA)",,,,,,,,JOURNAL OF COMPARATIVE PSYCHOLOGY,,,,102,1,,,14,20,,10.1037/0735-7036.102.1.14,,,Mar-88,1988,,,,,,,,,,8,0,7,0,8,0735-7036,,WOS:A1988M578700002,3365941,,,,,,,,,
,,,,d,Sterna hirundo,"STOREY, AE",,,,,,,,CHARACTERISTICS OF SUCCESSFUL NEST SITES FOR MARSH-NESTING COMMON TERNS,,,,,,,,CANADIAN JOURNAL OF ZOOLOGY-REVUE CANADIENNE DE ZOOLOGIE,,,,65,6,,,1411,1416,,,,,Jun-87,1987,,,,,,,,,,6,0,5,0,6,8/1/15,,WOS:A1987J388200017,,,,,,,,,,
,,,,d,Sterna hirundo,ERWIN R M; SMITH D C,,,,,,,,HABITAT COMPARISONS AND PRODUCTIVITY IN NESTING COMMON TERNS STERNA-HIRUNDO ON THE MID-ATLANTIC COAST,,,,,,,,Colonial Waterbirds,,,,8,2,,,155,165,,10.2307/1521066,,,1985,1985,,,,,,,,,,9,0,6,0,9,0738-6028,,BCI:BCI198682061870,,,,,,,,,,
,,,,d,Sterna hirundo,"ERWIN, RM; GALLI, J; BURGER, J",,,,,,,,COLONY SITE DYNAMICS AND HABITAT USE IN ATLANTIC COAST SEABIRDS,,,,,,,,AUK,,,,98,3,,,550,561,,,,,1981,1981,,,,,,,,,,37,0,33,0,37,Apr-38,,WOS:A1981MB12500010,,,,,,,,,,
,,,,d,Sterna hirundo,BURGER J; LESSER F,,,,,,,,BREEDING BEHAVIOR AND SUCCESS IN SALT MARSH COMMON TERN STERNA-HIRUNDO COLONIES,,,,,,,,Bird-Banding,,,,50,4,,,322,337,,,,,1979,1979,,,,,,,,,,14,0,11,0,14,6/30/15,,BCI:BCI198069070321,,,,,,,,,,
,,,,d,Sterna hirundo,"BURGER, J; LESSER, F",,,,,,,,"SELECTION OF COLONY SITES AND NEST SITES BY COMMON TERNS STERNA-HIRUNDO IN OCEAN COUNTY, NEW-JERSEY",,,,,,,,IBIS,,,,120,4,,,433,449,,10.1111/j.1474-919X.1978.tb06810.x,,,1978,1978,,,,,,,,,,54,1,49,0,57,0019-1019,,WOS:A1978FS32600002,,,,,,,,,,
,,,,d,Sterna hirundo,"BURGER, J",,,,,,,,GREAT BLACK-BACKED GULLS BREEDING IN SALT-MARSH IN NEW-JERSEY,,,,,,,,WILSON BULLETIN,,,,90,2,,,304,305,,,,,1978,1978,,,,,,,,,,1,0,1,0,1,0043-5643,,WOS:A1978FM75100022,,,,,,,,,,
,,,,d,Sterna hirundo,"DINGLE, EDWARD S.; Et al.",,,,,,,,No English Title Available,,,,,,,,GENERAL NOTES AUK,,,,58,-2,,,251,271,,,,,1941,1941,,,,,,,,,,0,0,0,0,0,,,BCI:BCI19421600003384,,,,,,,,,,
,n,n,,,Tabanus nigrovittatus,"Downer, Kelley E.; Stoffolano, John G., Jr.",,,,,,,,Effect of octenol on engorgement by Tabanus nigrovittatus (Diptera : Tabanidae),,,,,,,,JOURNAL OF MEDICAL ENTOMOLOGY,,,,43,3,,,643,645,,10.1603/0022-2585(2006)43[643:EOOOEB]2.0.CO;2,,,5/6/15,2006,,,,,,,,,,6,0,5,0,6,0022-2585,,WOS:000242788500032,16739430,,,,,,,,,
